Site ID,NA,KSC
Full Name,NA,Kings college london
Network,NA,LUMA
Longitude,degrees,-0.1161
Latitude,degrees,51.51146
Start date,UTC,2006-08-11
End date,UTC,2020-09-17
Displacement height,m,19.0
City,NA,London
