Site ID,NA,MT
Full Name,NA,Middle Temple Gardens
Network,NA,LUMA
Longitude,degrees,-0.1113
Latitude,degrees,51.5116
Start date,UTC,2011-06-12
End date,UTC,2016-02-12
Displacement height,m,-999.0
City,NA,London
