Site ID,NA,IML
Full Name,NA,"Islington Michael Cliffe, Lower Level"
Network,NA,LUMA
Longitude,degrees,-0.106186
Latitude,degrees,51.526055
Start date,UTC,2013-08-01
End date,UTC,2018-10-31
Displacement height,m,-999.0
City,NA,London
