Site ID,URAO,
Full Name,University of Reading,
Network,LUMA,
Longitude,-0.93795,degrees
Latitude,51.4414,degrees
Start date,2008-01-01,UTC
End date,,UTC
Displacement height,0.1,m
City,London,
