Site ID,NA,NK
Full Name,NA,North Kensington
Network,NA,LUMA
Longitude,degrees,-0.2134
Latitude,degrees,51.521055
Start date,UTC,2011-02-02
End date,UTC,2018-11-14
Displacement height,m,-999.0
City,NA,London
