Site ID,NA,NTT
Full Name,NA,North Kensington Trellick Tower
Network,NA,LUMA
Longitude,degrees,-0.205439
Latitude,degrees,51.523705
Start date,UTC,2011-06-03
End date,UTC,2013-02-26
Displacement height,m,-999.0
City,NA,London
