Site ID,NA,ARUP
Full Name,NA,ARUP Building
Network,NA,LUMA
Longitude,degrees,-0.137242
Latitude,degrees,51.522003
Start date,UTC,1970-01-02
End date,UTC,1970-01-03
Displacement height,m,-999.0
City,NA,London
