Site ID,SWT,
Full Name,Southwark Woodsford Tower,
Network,LUMA,
Longitude,-0.091059,degrees
Latitude,51.487765,degrees
Start date,1999-05-10,UTC
End date,,UTC
Displacement height,-999.0,m
City,London,
