Site ID,NA,KSS45W
Full Name,NA,"Strand Building, Kings College London (Strand Campus)  45m west of KSS"
Network,NA,LUMA
Longitude,degrees,-0.11675
Latitude,degrees,51.51178
Start date,UTC,2009-10-01
End date,UTC,2016-04-14
Displacement height,m,19.0
City,NA,London
