Site ID,NA,MR
Full Name,NA,Marylebone Road
Network,NA,LUMA
Longitude,degrees,-0.154566
Latitude,degrees,51.52253
Start date,UTC,2011-03-09
End date,UTC,
Displacement height,m,-999.0
City,NA,London
