name,caption,scale
cimg5551_23491932550_o(1).jpg,As part of eddy covariance system at :ref:`KSK`. KH20 is oriented in the horizontal plane. 20-07-2010.,50
cimg5547_25349631934_o(2).jpg,Atop mast as part of eddy covariance system at :ref:`KSK` 20-07-2010.,50
