eprint_id,Reference,year
65814,"Best, M. J. and Grimmond, C. S. B. (2016) Modelling the partitioning of turbulent fluxes at urban sites with varying vegetation cover. Journal of Hydrometeorology, 17 (10). pp. 2537-2553. ISSN 1525-7541 doi: https://doi.org/10.1175/JHM-D-15-0126.1",2016
33533,"Loridan, T. and Grimmond, C. S. B. (2012) Characterization of energy flux partitioning in urban environments: links with surface seasonal properties. Journal of Applied Meteorology and Climatology, 51 (2). pp. 219-241. ISSN 1558-8432 doi: https://doi.org/10.1175/JAMC-D-11-038.1",2012
34568,"Loridan, T. and Grimmond, C.S.B. (2012) Multi-site evaluation of an urban land-surface model: intra-urban heterogeneity, seasonality and parameter complexity requirements. Quarterly Journal of the Royal Meteorological Society, 138 (665). pp. 1094-1113. ISSN 1477-870X doi: https://doi.org/10.1002/qj.963",2012
34737,"Oleson, K.W., Bonan, G.B., Feddema, J., Vertenstein, M. and Grimmond, C.S.B. (2008) An urban parameterization for a global climate model. Part I: Formulation and evaluation for two cities. Journal of Applied Meteorology and Climatology, 47 (4). pp. 1038-1060. ISSN 1558-8432 doi: https://doi.org/10.1175/2007JAMC1597.1",2008
72065,"Best, M. J., Grimmond, C. S. B. and Villani, M. G. (2006) Evaluation of the urban tile in MOSES using surface energy balance observations. Boundary-Layer Meteorology, 118 (3). pp. 503-525. ISSN 0006-8314 doi: https://doi.org/10.1007/s10546-005-9025-5",2006
