name,caption,scale
img_2860_36022305881_o.jpg,Panoramic facing East 21-07-2017.,100
img_2804_36154912395_o.jpg,View of Michael Cliffe House from :ref:`WCT` 21-07-2017.,50
2016-04-18-173109_26519389685_o.jpg,":ref:`BLS` transmitter, :ref:`PI160`, :ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`PIR`, :ref:`PSP`, :ref:`DAVIS`, :ref:`CNR1`, :ref:`CSAT3` and :ref:`LI7500A` looking West 18-04-2016.",50
2013-07-25-154246_25836727066_o.jpg,:ref:`DAVIS` looking South West 25-07-2013.,50
08-01-2020_(9).JPEG,":ref:`TRISONICAWS`, :ref:`DAVIS`, :ref:`CSAT3` and :ref:`LI7500A` 08-01-2020.",50
img_20180530_134613767_hdr_42494980621_o.jpg,:ref:`CL31` looking  North East 30-05-2018.,50
2014-04-10-160311_25236186713_o.jpg,:ref:`LASMKII` reciever from :ref:`BCT` 10-04-2014.,50
