Deployment ID,Room type,Building storey,Distance to wnidow
,,,m
157,,19.0,0.0
165,,19.0,0.0
192,,17.0,0.0
193,,28.0,0.0
194,,17.0,0.0
195,,11.0,0.0
196,,17.0,0.0
197,,17.0,0.0
198,,28.0,0.0
199,,28.0,0.0
267,Living room,19.0,1.5
