name,caption,scale
img_2246_23161203143_o.jpg,:ref:`ARG100` and :ref:`CL31` 10-02-2010.,50
bls-adn-uv-solar_23761900796_o.jpg,":ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`SPN1`, :ref:`PIR`, :ref:`PSP` on top of structure 04-03-2011.",50
r0015453_25401838054_o.jpg,":ref:`CL31` and :ref:`PAR`, :ref:`UVA`, :ref:`UVB`, :ref:`SPN1`, :ref:`PIR`, :ref:`PSP` on top of structure.",
