Site ID,NA,VL92
Full Name,NA,Vancouver Light Industrial zd
Network,NA,Vancouver
Longitude,degrees,-123.1
Latitude,degrees,49.267
Start date,UTC,1992-08-10
End date,UTC,1992-08-25
Displacement height,m,-9.0
City,NA,Vancouver
