Deployment ID,Height,Yaw,Pitch,Roll
,m asl,degrees,degrees,degrees
133,1.55,90.0,,
137,1.55,90.0,,
138,1.55,90.0,,
139,1.55,90.0,,
140,1.55,90.0,,
141,1.55,90.0,,
142,1.55,90.0,,
143,1.55,90.0,,
144,1.55,90.0,,
145,1.55,90.0,,
146,1.55,90.0,,
147,1.55,90.0,,
148,1.55,90.0,,
149,1.55,90.0,,
150,1.55,90.0,,
151,1.55,90.0,,
152,1.55,90.0,,
153,1.55,90.0,,
154,1.55,90.0,,
