name,caption,scale
img_2808_35348442783_o.jpg,Panoramic facing South 21-07-2017.,100
2014-04-10-161008_25236186783_o.jpg,Seen from :ref:`IMU` 10-04-2014.,50
img_2832_35987206192_o.jpg,:ref:`PI160` 21-07-2017.,50
